user_id,num_transactions,total_loyalty_points,total_net_value,days_since_last,pca1,pca2,cluster
USER_00320,1,141,7345.84,169,-1.083814543080336,0.9736297507988858,0
USER_00325,1,686,4335.07,268,-0.6319555319430953,-0.35878597504556886,2
USER_00326,2,1267,3460.215,340,1.219241663324796,-0.9701338778332367,1
USER_00329,1,704,2362.51,81,0.054048296536311706,-0.7999077181474712,2
USER_00330,1,71,8452.14,306,-1.6740120068665931,1.1810273119819903,0
USER_00332,1,369,3049.02,258,-1.0817301100171637,-0.7682250518203914,2
USER_00334,1,119,1632.42,318,-1.6817174359217024,-1.3415101675516496,2
USER_00336,1,296,3493.57,106,-0.6452455400947633,-0.3640546181350359,2
USER_00339,1,709,1666.49,55,0.15089796279577047,-1.0160492376905175,2
USER_00340,2,1442,4078.895,199,1.9916872276875643,-0.555133245863604,1
USER_00348,1,800,3081.87,127,0.038188964702526244,-0.6203346545475747,2
USER_00349,1,584,8086.41,42,0.04375841178382175,1.3728548616218414,0
USER_00354,1,913,7141.08,285,-0.33482500383625147,0.6097722729915324,0
USER_00355,1,325,6570.76,321,-1.3545285026922804,0.43220331711398463,0
USER_00357,1,207,4640.42,246,-1.274647666552678,-0.1435853484663928,2
USER_00361,2,377,2449.005,43,0.9335835050192559,-0.7595775888920692,1
USER_00362,1,557,5878.41,187,-0.5282481033256514,0.3481647387634235,0
USER_00364,1,289,4350.25,192,-0.9590798604322944,-0.17986021926246062,2
USER_00365,1,493,6768.29,75,-0.21897502284183049,0.8533809885129376,0
USER_00371,1,727,2842.11,354,-0.8861427897568929,-1.0420187165470316,2
USER_00373,1,429,9878.42,337,-1.2367705047585342,1.6039512064622647,0
USER_00376,1,135,5428.11,289,-1.5330171458837594,0.0901112974768065,0
USER_00379,1,277,8377.52,171,-0.8800326976083745,1.3285119291981766,0
USER_00380,1,438,6471.7,299,-1.1057005939804714,0.4128097748091234,0
USER_00382,2,1734,6785.870000000001,162,2.579763765966268,0.44962580215817505,1
USER_00384,1,547,1446.47,364,-1.20130395448944,-1.5419641587569612,2
USER_00387,1,489,4200.92,338,-1.1807414432114365,-0.48537441099251843,2
USER_00388,1,598,236.46,105,-0.20351120269242812,-1.5993845059860743,2
USER_00391,2,838,5035.265,69,1.5505524000474848,0.08065756569301005,1
USER_00392,1,800,6954.8,27,0.417385187924598,0.949676987028132,0
USER_00394,2,941,3289.6000000000004,212,1.1844867163599988,-0.7906903539624244,1
USER_00395,1,495,7209.09,68,-0.18848626179940134,1.0251300413553648,0
USER_00399,1,300,1450.51,273,-1.248327758399973,-1.3662680305413744,2
USER_00400,2,731,4052.71,6,1.60924143055674,-0.16788384651574656,1
USER_00403,2,1326,4660.87,50,2.353263446435395,-0.09890960358214208,1
USER_00408,1,700,1263.0,353,-0.9319372477991187,-1.6148089977035083,2
USER_00411,1,907,1381.14,32,0.5306125181380952,-1.1145626198154173,2
USER_00412,1,703,6429.9,95,0.024596381951239914,0.6684236637636559,0
USER_00414,2,1165,4153.6849999999995,221,1.4951406458410215,-0.5206633138040528,1
USER_00415,1,34,8131.29,17,-0.6967992371486994,1.5076022691364623,0
USER_00416,1,46,5555.42,234,-1.4697452921026997,0.23321770054991148,0
USER_00417,1,711,9314.17,59,0.18131238954193094,1.778086712148218,0
USER_00419,1,89,3673.0,211,-1.332741934126601,-0.427477121541901,2
USER_00420,1,381,1563.05,239,-1.0036867554402054,-1.2852857522830887,2
USER_00421,2,561,3147.09,195,0.6709056157467104,-0.7615465641591712,1
USER_00423,2,1095,9144.415,6,2.1865372967845804,1.6434567659522537,1
USER_00425,1,167,9952.43,315,-1.5531256714227855,1.7027293607593716,0
USER_00426,1,720,419.88,245,-0.5196279245951616,-1.7625446071149733,2
USER_00427,1,218,774.89,346,-1.6371971261016658,-1.712494516766668,2
USER_00433,1,350,8578.35,104,-0.5288245174069047,1.4930832850804427,0
USER_00434,1,812,3206.39,364,-0.791640446340483,-0.9362220547718072,2
USER_00435,1,51,5691.03,271,-1.5939428992865896,0.22598537587569684,0
USER_00440,1,521,6208.64,245,-0.7884752311880826,0.38631617880855834,0
USER_00441,1,415,6339.47,106,-0.45007022103092,0.6606955213904067,0
USER_00444,1,618,5847.44,120,-0.19642045442816525,0.42960683302315217,0
USER_00446,1,283,1955.85,258,-1.217525149462759,-1.155965969266734,2
USER_00449,4,2191,4828.9475,14,6.2622717071320375,-0.3027199479029935,1
USER_00450,2,1048,4854.385,38,1.9775984660249297,0.030789392054853298,1
USER_00461,1,206,952.6,48,-0.5872966599008604,-1.1933444709921903,2
USER_00462,1,935,5054.74,151,0.16682000890822304,0.045954647754901455,0
USER_00468,1,260,1407.4,254,-1.2409166134915786,-1.3473703630280556,2
USER_00472,1,860,7478.6,53,0.41772477573648736,1.0932555116778249,0
USER_00474,2,809,8240.53,145,1.252123696538008,1.1432721943635584,1
USER_00478,1,540,2805.71,25,0.009398582357464512,-0.5286488204018955,2
USER_00480,1,942,9658.4,278,-0.25224773322963234,1.5379757495996587,0
USER_00482,1,980,7309.58,155,0.2327325723646976,0.8590063737366923,0
USER_00484,1,851,894.45,42,0.40760903126502374,-1.2997791517242658,2
USER_00485,1,204,4145.99,190,-1.0813548602225382,-0.23920209528492165,2
USER_00491,1,118,2925.93,261,-1.4720714312186134,-0.781176562283577,2
USER_00496,1,9,1724.29,294,-1.761343574995995,-1.255366516075143,2
USER_00498,2,729,4524.685,90,1.3080183085064447,-0.1222592460689639,1
USER_00499,1,820,8908.88,301,-0.5228723671567169,1.2464254925356886,0
USER_00509,1,777,605.63,361,-0.8479239635166732,-1.878925093679919,2
USER_00510,1,667,5873.34,59,0.09611717878841532,0.52452043406684,0
USER_00511,1,28,9114.92,83,-0.9368174751097996,1.768495414883227,0
USER_00512,1,896,7394.75,234,-0.17649022434129405,0.7825582533325713,0
USER_00514,1,341,6970.47,350,-1.432033494883789,0.5322171411476178,0
USER_00515,2,1758,8227.365,306,2.1082391250423758,0.7554078862627863,1
USER_00518,1,643,766.51,61,0.02486604737778455,-1.3450755694740018,2
USER_00520,1,536,3687.81,280,-0.9049055232976889,-0.5921019033773012,2
USER_00522,1,800,6353.55,206,-0.22683903131683372,0.45780937506635183,0
USER_00523,1,311,6627.47,119,-0.6520541600816592,0.7616225119980803,0
USER_00525,1,929,3261.04,73,0.42727161119742463,-0.49160985260156853,2
USER_00527,2,1615,4239.925,256,2.049639355098236,-0.6079624444769318,1
USER_00528,1,487,8049.22,63,-0.178077282339598,1.3415350169866467,0
USER_00530,1,376,5140.75,329,-1.3139814297236938,-0.11104624342246312,2
USER_00531,1,276,4624.97,355,-1.5608603104836019,-0.3247716069642272,2
USER_00532,1,786,919.7,351,-0.7968167184286127,-1.7500525054795812,2
USER_00534,1,392,6195.58,84,-0.4068023111623724,0.6447581323252553,0
USER_00536,1,397,8754.68,361,-1.3771466724255872,1.1606968133595406,0
USER_00540,2,547,3473.125,119,0.9236815383752573,-0.5247532490521072,1
USER_00541,1,813,8607.04,328,-0.6317653693814839,1.0959356084783758,0
USER_00543,1,134,9032.47,157,-1.0422133938432498,1.610492953664934,0
USER_00544,1,722,1375.09,143,-0.14616704032655217,-1.2582277323110294,2
USER_00550,1,140,6120.97,183,-1.1421355752553506,0.503991435570737,0
USER_00553,2,823,5141.93,147,1.2491949517131296,0.003516209559215535,1
USER_00554,3,1147,5872.850000000001,7,3.4802731386974717,0.33952464629289286,1
USER_00558,1,489,7068.25,27,-0.0515040762446927,1.0366647398487632,0
USER_00559,1,448,4154.62,321,-1.1820187622550526,-0.47053447889200084,2
USER_00560,2,1482,4768.89,48,2.596522983868483,-0.07911295008516141,1
USER_00561,1,704,7072.7,81,0.07974223995197406,0.9249140947960437,0
USER_00562,3,1191,4655.63,132,3.0924719435503203,-0.30236976475275557,1
USER_00566,1,965,1895.7,169,0.1304252036137845,-1.1425574540419745,2
USER_00568,1,299,8476.31,225,-1.0396385415106522,1.2795089052537614,0
USER_00569,1,207,2100.4,90,-0.7299149665370089,-0.8369283084883352,2
USER_00570,1,766,1633.8,228,-0.3826892790707349,-1.2989379332951339,2
USER_00571,1,780,7221.58,178,-0.1520379407806168,0.8210951720077097,0
USER_00572,2,1829,2109.755,3,3.2670051001533524,-1.0352604840791395,1
USER_00576,1,570,5974.76,176,-0.46870912936825615,0.3982439361041055,0
USER_00577,1,89,3589.11,62,-0.7996759850839238,-0.23203621719258757,2
USER_00578,1,190,9694.18,64,-0.6210574868095023,1.985782003970365,0
USER_00581,1,275,6614.13,82,-0.5739894195636318,0.8181585629093666,0
USER_00585,1,896,9220.49,84,0.37057339343846313,1.6788033436174046,0
USER_00587,1,742,6636.51,274,-0.5563437601575499,0.4666871381549942,0
USER_00589,1,556,9685.0,307,-0.9386763521332251,1.5601011858104314,0
USER_00590,2,966,5804.705,82,1.701438708875905,0.3239827775642715,1
USER_00591,1,475,4023.19,298,-1.059618566125339,-0.48769733047648867,2
USER_00593,1,530,4898.49,277,-0.8966172501034949,-0.14333338620186184,2
USER_00595,2,1452,6329.865,246,1.8507702565246766,0.19634774848451927,1
USER_00600,3,835,3199.65,63,2.794154186653578,-0.6787832010291583,1
USER_00605,1,262,7699.89,151,-0.8347603338233353,1.1129199132071392,0
USER_00606,2,1522,3738.215,45,2.6620296660826113,-0.4578265088056118,1
USER_00609,1,882,4179.04,3,0.6119733237704915,-0.04233035890021648,2
USER_00611,1,642,7174.59,245,-0.6005356373952894,0.7223562492109077,0
USER_00614,1,705,5131.63,321,-0.7887033839435043,-0.1503167789356953,2
USER_00615,1,192,7518.49,261,-1.3353033949320465,0.8897574500134731,0
USER_00616,1,3,5710.83,36,-0.8248358252089353,0.5969458713590903,0
USER_00621,1,141,2749.05,302,-1.5851223381557922,-0.9115410211361572,2
USER_00623,1,337,8086.61,275,-1.1634315440976282,1.0553594957661934,0
USER_00624,1,909,6547.39,133,0.2001633971369441,0.6236678545283442,0
USER_00632,1,502,2804.23,178,-0.5958233906697069,-0.755870151064608,2
USER_00633,1,222,7176.92,234,-1.1951977084779946,0.8012766120992711,0
USER_00638,2,1738,5808.665,77,2.884830913676205,0.22021692806364296,1
USER_00639,1,379,6627.65,299,-1.1939205657362215,0.47853814294308583,0
USER_00644,1,531,7203.09,340,-1.1081198444812685,0.6048157393686058,0
USER_00646,1,28,7605.33,266,-1.6003194417749242,0.9379318681140787,0
USER_00654,1,63,6074.69,350,-1.8566088873623936,0.24481354526836305,0
USER_00655,1,248,407.47,8,-0.38363628172367426,-1.3383881522263663,2
USER_00659,2,1667,5246.8,10,3.0144857836967835,0.12653882493011925,1
USER_00660,1,691,927.7,136,-0.17034251945585682,-1.4069024877613827,2
USER_00661,1,857,1698.87,30,0.46402349353048933,-0.9878715000472811,2
USER_00663,2,446,6421.705,15,1.1596813237536125,0.7276008108578497,1
USER_00664,2,810,7153.860000000001,30,1.6594855509657056,0.9197524345329514,1
USER_00666,1,774,9145.52,306,-0.6089299110085382,1.3322128363217136,0
USER_00669,1,339,798.87,20,-0.2870893550129171,-1.2265728695362317,2
USER_00674,1,772,2031.75,133,-0.03129440693648678,-1.0098932575452615,2
USER_00676,2,875,1710.385,75,1.566788990627651,-1.1513919660151921,1
USER_00680,2,976,4082.36,255,1.08767984536719,-0.5707720506624167,1
USER_00685,1,103,7004.78,285,-1.5584031968533876,0.6782184819535936,0
USER_00687,1,403,7721.66,245,-0.9583631015739932,0.957610368759395,0
USER_00688,2,1025,7740.705,34,1.9729435680424512,1.097161482563592,1
USER_00691,2,475,5240.96,92,0.921307375632048,0.1741120565138732,1
USER_00694,2,1389,6391.665000000001,68,2.3933617332697383,0.4983622229208855,1
USER_00696,1,904,1793.76,72,0.38510652729976613,-1.0237414108399183,2
USER_00698,1,749,3201.41,351,-0.8402279401417163,-0.9091079419382886,2
USER_00701,2,1064,5626.75,198,1.4330552404794579,0.06842641085620678,1
USER_00702,1,520,0.94,277,-0.9384299610821415,-1.9353032438472662,2
USER_00708,2,1313,2895.91,30,2.395623802979893,-0.7129626190461548,1
USER_00712,1,339,5024.67,307,-1.291697231383216,-0.11475421344164209,2
USER_00714,1,598,5362.77,77,-0.07528787516230777,0.32031602098182155,0
USER_00715,1,398,9709.03,27,-0.17447889405541886,2.0169874655972366,0
USER_00717,1,388,7513.48,176,-0.7350758435308877,0.9883009242147549,0
USER_00720,2,378,4345.795,30,0.9919891453132631,-0.04540712471606377,1
USER_00723,2,723,2440.69,101,1.2482044985496459,-0.9012158875737256,1
USER_00724,2,1559,5762.280000000001,254,1.9805634886132568,-0.03927365239912099,1
USER_00725,1,277,2342.69,44,-0.45820423724339876,-0.6886113511934047,2
USER_00728,1,107,6684.37,153,-1.0814605837531166,0.7606602270371432,0
USER_00733,1,761,4302.89,211,-0.3148060200934354,-0.2950112203358084,2
USER_00736,1,211,6530.72,98,-0.7283545763060231,0.7726807367174886,0
USER_00738,1,763,4900.59,284,-0.5699169804606568,-0.18723552091931187,2
USER_00740,1,211,1501.67,175,-1.031501412253492,-1.1857791472164503,2
USER_00741,1,916,2150.68,331,-0.5222304404904275,-1.2879192172852503,2
USER_00744,1,570,5785.26,165,-0.4303552002687629,0.3455474536587096,0
USER_00745,1,55,4062.38,94,-0.9630054172023946,-0.10233302736845509,2
USER_00747,2,976,3471.34,282,0.9876679827480735,-0.835503229543287,1
USER_00750,2,629,1173.19,167,0.8630552396162118,-1.4518041354061835,2
USER_00752,1,659,8504.45,176,-0.32054889960969934,1.311584937808197,0
USER_00755,1,107,9137.83,128,-0.9785596570370017,1.6970377559036929,0
USER_00758,1,56,1392.34,185,-1.3019039838660518,-1.2183444772205865,2
USER_00761,1,430,3214.42,316,-1.1964181533345142,-0.8046063315922771,2
USER_00766,1,719,8530.55,23,0.3180201685654359,1.5446071952695128,0
USER_00767,1,381,5269.15,309,-1.234118747860277,-0.034401004973775615,0
USER_00772,1,192,3198.78,136,-0.9112803972037458,-0.5023427192052938,2
USER_00778,1,78,2770.2,340,-1.8161827425179962,-0.9522690316444069,2
USER_00786,1,736,6836.15,146,-0.10598379485943561,0.7349554826790703,0
USER_00787,1,911,2082.81,247,-0.22937064505337026,-1.1845419908293742,2
USER_00788,2,1375,6898.73,57,2.414379989058079,0.7027861748552464,1
USER_00789,1,934,8447.03,336,-0.4786134138111707,1.0075181755306921,0
USER_00793,1,851,2059.32,259,-0.36304746992708065,-1.2025908054201704,2
USER_00795,1,351,958.49,232,-1.0272099197014741,-1.4916606219454387,2
USER_00797,1,902,1433.63,52,0.4517365857315917,-1.1249678514398895,2
USER_00798,1,755,798.22,324,-0.747600466868559,-1.7490253433719483,2
USER_00800,1,123,4142.4,227,-1.3361436294712306,-0.2848416024831667,2
USER_00801,1,544,6405.46,189,-0.5521601935225139,0.5400287384682328,0
USER_00804,2,307,2669.5150000000003,13,0.9365301615096132,-0.623065023927139,1
USER_00806,1,531,6221.72,3,0.09322105285609363,0.7569658678842768,0
USER_00808,1,257,8113.51,261,-1.233928869959475,1.0981496369201709,0
USER_00810,1,311,6915.75,212,-0.9834862435794997,0.7260269991859255,0
USER_00811,1,61,5948.06,267,-1.5631213036820213,0.3247172622716538,0
USER_00813,1,478,1032.69,286,-1.0284342945553029,-1.5650109256103526,2
USER_00815,1,929,9898.08,174,0.10182626009228525,1.7855006218056582,0
USER_00818,1,97,7750.81,202,-1.2661939691540989,1.0782655540577974,0
USER_00824,1,437,1309.67,149,-0.5982647217983604,-1.2496465595221278,2
USER_00826,1,169,5861.36,53,-0.6342808790236572,0.6020087669744978,0
USER_00830,1,867,8603.2,333,-0.5681674798051976,1.0790496393908815,0
USER_00833,1,157,4473.22,310,-1.5802078446540964,-0.2946489636814732,2
USER_00836,1,639,8622.87,359,-1.0053635700676933,1.0801038679853256,0
USER_00838,2,1751,6123.485,332,1.9930967444169705,-0.05345215056892262,1
USER_00839,1,615,6716.72,107,-0.1496585397627806,0.7680984743622639,0
USER_00842,1,919,8591.18,270,-0.2641462915477101,1.162674686638262,0
USER_00843,1,271,6238.47,180,-0.9329854407646915,0.5324304402645423,0
USER_00846,1,895,1706.51,142,0.12039487381506149,-1.1606262682706356,2
USER_00847,1,465,9782.88,297,-1.0397156614555745,1.6244193577869657,0
USER_00848,1,246,5128.88,236,-1.177298955952683,0.04476339194077755,0
USER_00850,1,89,4554.23,118,-0.9949302090932701,0.03638059692556053,2
USER_00855,1,92,9889.91,229,-1.358752372912381,1.8213298669323703,0
USER_00856,1,152,11.85,99,-0.8565661835443305,-1.6073573129304077,2
USER_00859,1,684,4595.69,39,0.18642596994240615,0.08453156868369126,0
USER_00863,2,1038,6632.805,140,1.6069720708321436,0.5286679075591024,1
USER_00864,1,828,8638.54,112,0.16448168543245759,1.4331356484501785,0
USER_00865,1,656,3698.5,203,-0.4479729953271419,-0.48884692361658966,2
USER_00868,2,1152,8379.64,62,2.067897877461462,1.2700754238528078,1
USER_00870,1,389,1791.57,119,-0.5606793970000338,-1.0206303953291092,2
USER_00871,1,419,8611.97,163,-0.6357347321372694,1.4057587394596285,0
USER_00878,2,1188,4394.29,21,2.2473146204130936,-0.13234589346505363,1
USER_00882,1,349,2866.21,281,-1.19527676868757,-0.8671564135985205,2
USER_00883,1,761,5984.38,216,-0.32353701858930817,0.31314337231223405,0
USER_00885,1,920,919.86,325,-0.5014216659722189,-1.7301098446027918,2
USER_00886,1,667,6038.92,350,-0.9449618546924382,0.14345800023709007,0
USER_00889,1,368,8744.88,359,-1.4138192418867448,1.1643813713094329,0
USER_00892,1,625,2682.49,215,-0.543283485748617,-0.874583578349492,2
USER_00893,1,953,6850.58,264,-0.20082817809137704,0.5294243860594585,0
USER_00898,1,374,1917.68,350,-1.4097771202023182,-1.322883157710516,2
USER_00899,1,235,2358.68,72,-0.6217827171304308,-0.7191188760246553,2
USER_00900,1,483,3793.07,333,-1.1741208118637163,-0.626258767502188,2
USER_00903,1,994,1183.37,364,-0.5279155739711135,-1.7036245860576884,2
USER_00907,1,809,5601.25,61,0.3018450331734868,0.4010990886633565,0
USER_00910,2,1382,2482.5550000000003,273,1.627427459064161,-1.2432501813384624,1
